,Codigo_Empresas,Codigo_Cliente,Estado_Entrega_Cliente,Codigo_Vendedores,Pedido,produto,Descr_Tabela,qtde,Vr_Unitario,Vr_Total,Data_Pedido,Data_Entrega,Status_Pedido,Tipo_Pedido_Desc
0,01,62.579.818/0001-68,SP,014,00000002,AS0277,"LONA AIR AST-11/L-350 E-5,0 MM                    ",3.2,173.95,556.64,2011-08-18,2011-08-09,2,Vendas    
1,01,96.829.197/0001-45,BA,013,00000003,LF0035,LONA FILTRO AS-101.CA-DUP 800X800 EMB.01 (FUR)    ,88.0,104.54,9199.52,2011-09-01,2011-09-15,2,Vendas    
2,01,96.829.197/0001-45,BA,013,00000003,LF0494,LONA FILTRO AS-160.CA-CAB 800X800 EMB.01 (FUR)    ,8.0,52.27,418.16,2011-09-01,2011-09-15,2,Vendas    
3,01,96.829.197/0001-45,BA,013,00000004,LF0035,LONA FILTRO AS-101.CA-DUP 800X800 EMB.01 (FUR)    ,88.0,104.54,9199.52,2011-10-11,2011-12-31,2,Vendas    
4,01,96.829.197/0001-45,BA,013,00000004,LF0494,LONA FILTRO AS-160.CA-CAB 800X800 EMB.01 (FUR)    ,8.0,52.27,418.16,2011-10-11,2011-12-31,2,Vendas    
5,01,96.829.197/0001-45,BA,013,00000005,LF0035,LONA FILTRO AS-101.CA-DUP 800X800 EMB.01 (FUR)    ,88.0,95.9,8439.2,2011-12-01,2011-12-15,2,Vendas    
6,01,96.829.197/0001-45,BA,013,00000005,LF0494,LONA FILTRO AS-160.CA-CAB 800X800 EMB.01 (FUR)    ,8.0,47.95,383.6,2011-12-01,2011-12-15,2,Vendas    
7,01,74.127.010/0004-71,BA,015,00000006,ML0020,MANTA LAROX AS-330.CA 73500X1700 MM               ,1.0,16278.78,16278.78,2011-08-19,2012-09-10,2,Vendas    
8,01,72.099.914/0001-62,SC,005,00000007,LF1807,LONA FILTRO AS-130.CA-DUP 400X400 LISA (VEL)      ,15.0,43.0,645.0,2011-08-19,2011-09-09,2,Vendas    
9,01,72.099.914/0001-62,SC,005,00000007,LF1979,LONA FILTRO AS-130.CA-CAB 400X400 LISA (FUR)      ,2.0,24.8,49.6,2011-08-19,2011-09-09,2,Vendas    
10,01,18.499.616/0005-48,GO,013,00000008,LF0004,LONA FILTRO AS-240.TE-DUP 1000X1000 EMB.01 (VEL)  ,120.0,104.1,12492.0,2011-08-19,2011-12-30,2,Vendas    
11,01,18.499.616/0005-48,GO,013,00000009,LF0004,LONA FILTRO AS-240.TE-DUP 1000X1000 EMB.01 (VEL)  ,120.0,104.1,12492.0,2011-08-19,2011-11-30,2,Vendas    
12,01,18.499.616/0005-48,GO,013,00000012,LF0004,LONA FILTRO AS-240.TE-DUP 1000X1000 EMB.01 (VEL)  ,120.0,104.1,12492.0,2011-08-19,2011-08-30,2,Vendas    
13,01,89.637.490/0132-04,SC,005,00000013,LF0996,LONA FILTRO AS-130.CA-DUP 630X630 EMB.01 (FUR)    ,10.0,96.25,962.5,2011-08-19,2011-09-12,2,Vendas    
14,01,04.746.729/0001-62,ES,009,00000014,LF0723,LONA FILTRO AS-275.TE-SIM 1000X1000 LISA (FUR)    ,20.0,134.73,2694.6,2011-08-22,2011-09-13,2,Vendas    
15,01,62.388.362/0001-59,EX,013,00000015,DF0044,DISCO FILTRO AS-135.CA D-1300 MM                  ,500.0,32.1,16050.0,2011-08-22,2011-09-13,2,Vendas    
16,01,07.524.478/0001-60,ES,009,00000016,LF1982,LONA FILTRO AS-275.TE-SOB 400 X 400 LISA (FUR)    ,4.0,49.96,199.84,2011-08-22,2011-09-13,2,Vendas    
17,01,07.524.478/0001-60,ES,009,00000016,LF1461,LONA FILTRO AS-240.TE-DUP 630X630 LISA (VEL).     ,8.0,70.4,563.2,2011-08-22,2011-09-13,2,Vendas    
18,01,07.524.478/0001-60,ES,009,00000016,LF1458,LONA FILTRO AS-240.TE-DUP 800X800 LISA (VEL)      ,19.0,82.35,1564.65,2011-08-22,2011-09-13,2,Vendas    
19,01,07.524.478/0001-60,ES,009,00000016,LF1460,LONA FILTRO AS-240.TE-CAB 800X800 LISA            ,1.0,41.5,41.5,2011-08-22,2011-09-13,2,Vendas    
20,01,30.791.636/0001-60,ES,009,00000017,LF0875,LONA FILTRO AS-295.CA-DUP 630X630 LISA (VEL)      ,14.0,80.65,1129.1,2011-08-24,2011-09-14,2,Vendas    
21,01,30.791.636/0001-60,ES,009,00000017,LF1757,LONA FILTRO AS-295.CA-CAB 630X630 LISA (VEL)      ,1.0,77.1,77.1,2011-08-24,2011-09-14,2,Vendas    
22,01,30.791.636/0001-60,ES,009,00000017,LF1759,LONA FILTRO AS-275.TE-SOB 630X630 LISA (VEL)      ,14.0,54.5,763.0,2011-08-24,2011-09-14,2,Vendas    
23,01,30.791.636/0001-60,ES,009,00000017,LF1758,LONA FILTRO AS-275.TE-CAB 630X630 LISA (VEL)      ,1.0,54.5,54.5,2011-08-24,2011-09-14,2,Vendas    
24,01,76.630.573/0002-41,PR,005,00000018,AS0362,"LONA AIR AST-11 L-390 X E-5,0 MM                  ",67.0,71.87,4815.29,2011-08-24,2011-08-31,2,Vendas    
25,01,64.822.141/0001-72,SP,015,00000019,AS0363,LONA AIR AS-11/ L-314 X E5.0 MM                   ,9.2,62.8,577.76,2011-08-24,2011-08-29,2,Vendas    
26,01,10.917.819/0004-14,PB,015,00000020,AS0364,"LONA AIR AST-11/ L-400 X E-5,4                    ",25.0,76.0,1900.0,2011-08-24,2011-09-15,2,Vendas    
27,01,01.002.503/0001-69,SC,005,00000021,AS0340,LONA AIR AST-11 / L-210XC-610XE-5.0 MM            ,6.0,55.0,330.0,2011-08-24,2011-08-29,2,Vendas    
28,01,32.488.264/0001-22,ES,009,00000022,LF1069,LONA FILTRO AS-295.CA-DUP 630X630 REF.01 (FUR)    ,15.0,94.95,1424.25,2011-08-24,2011-09-15,2,Vendas    
29,01,04.537.036/0001-60,MG,015,00000023,LF1881,LONA FILTRO AS-420.CA-SOB 1000 X 1000 LISA        ,28.0,200.0,5600.0,2011-08-25,2011-09-01,2,Vendas    
30,01,04.885.413/0001-51,ES,009,00000024,LF1052,LONA FILTRO AS-295.CA-DUP 800X800 REF.01 (FUR)    ,50.0,111.0,5550.0,2011-08-25,2011-08-09,2,Vendas    
31,01,04.885.413/0001-51,ES,009,00000024,LF1053,LONA FILTRO AS-275.TE-SOB 800X800 LISA (FUR)      ,50.0,61.0,3050.0,2011-08-25,2011-08-09,2,Vendas    
32,01,02.478.009/0001-38,ES,009,00000025,LF1300,LONA FILTRO AS-295.CA-DUP 800X800 REF.01 (FUR)    ,20.0,115.43,2308.6,2011-08-25,2011-08-25,2,Vendas    
33,01,08.356.962/0001-90,MG,015,00000026,LF1778,LONA FILTRO AS-240.TE-DUP 400X400 LISA (BOT)      ,76.0,50.0,3800.0,2011-08-26,2011-08-26,2,Vendas    
34,01,08.356.962/0001-90,MG,015,00000026,LF1988,LONA FILTRO AS-210.TE-CAB 400 X 400 LISA  (FUR)   ,4.0,37.0,148.0,2011-08-26,2011-08-26,2,Vendas    
35,01,05.360.903/0001-05,ES,009,00000027,LF1989,LONA FILTRO AS-275.TE-SOB 800X800 LISA (FUR)      ,18.0,70.0,1260.0,2011-08-29,2011-09-20,2,Vendas    
36,01,05.360.903/0001-05,ES,009,00000027,LF1613,LONA FILTRO AS-240.TE-DUP 800X800 REF.01 (FUR)    ,18.0,118.3,2129.4,2011-08-29,2011-09-20,2,Vendas    
37,01,27.077.049/0001-07,ES,009,00000028,TM0024,TEC. A METRO AS-295.CA L-1650 MM                  ,15.0,116.7,1750.5,2011-08-29,2011-09-20,2,Vendas    
38,01,33.039.223/0002-00,RJ,009,00000029,AS0365,"LONA AIR AST-11 / L-482 X E-5,0                   ",100.0,81.38,8138.0,2011-08-30,2011-09-06,2,Vendas    
39,01,33.039.223/0002-00,RJ,009,00000029,AS0366,"LONA AIR AST-11 / L-380 X E-5,0 MM                ",90.0,64.03,5762.7,2011-08-30,2011-09-06,2,Vendas    
40,01,39.622.121/0001-00,ES,009,00000030,LF0740,LONA FILTRO AS-295.CA-DUP 1000X1000 REF.01 (FUR)  ,10.0,186.9,1869.0,2011-08-30,2011-09-14,2,Vendas    
41,01,39.622.121/0001-00,ES,009,00000030,LF0739,LONA FILTRO AS-275.TE-SOB 1000X1000 LISA (FUR)    ,10.0,101.38,1013.8,2011-08-30,2011-09-14,2,Vendas    
42,01,39.622.121/0001-00,ES,009,00000030,LF0189,LONA FILTRO AS-275.TE-SOB 630 X630 LISA (FUR)     ,10.0,53.84,538.4,2011-08-30,2011-09-14,2,Vendas    
43,01,39.622.121/0001-00,ES,009,00000030,LF0188,LONA FILTRO AS-295.CA-DUP 630 X630 LISA (FUR)     ,10.0,85.75,857.5,2011-08-30,2011-09-14,2,Vendas    
44,01,28.490.043/0010-02,ES,009,00000031,LF1753,LONA FILTRO AS-275.TE-SOB 1000 X1000 LISA (FUR)   ,10.0,106.5,1065.0,2011-08-31,2011-09-14,2,Vendas    
45,01,28.490.043/0010-02,ES,009,00000031,LF1438,LONA FILTRO AS-295.CA-SOB 1000 X1000 LISA (ILH).  ,10.0,132.72,1327.2,2011-08-31,2011-09-14,2,Vendas    
46,01,09.325.896/0001-53,PB,015,00000032,LF1810,LONA FILTRO AS-295.CA-DUP 1000X1000 REF.01 (FUR)  ,14.0,171.0,2394.0,2011-08-31,2011-09-15,2,Vendas    
47,01,09.325.896/0001-53,PB,015,00000032,LF1812,LONA FILTRO AS-275.TE-SOB 1000X1000 LISA          ,14.0,82.6,1156.4,2011-08-31,2011-09-15,2,Vendas    
48,01,09.325.896/0001-53,PB,015,00000032,LF1983,LONA FILTRO AS-295.CA-CAB 1000X1000 REF.01 (FUR)) ,1.0,159.09,159.09,2011-08-31,2011-09-15,2,Vendas    
49,01,09.325.896/0001-53,PB,015,00000032,LF1984,LONA FILTRO AS-275.TE-CAB 1000 X1000 LISA         ,1.0,82.6,82.6,2011-08-31,2011-09-15,2,Vendas    
50,01,05.967.977/0001-04,MG,015,00000033,LF1874,LONA FILTRO AS-130.CA-DUP 630X630 LISA (FUR)      ,50.0,60.0,3000.0,2011-08-31,2011-09-16,2,Vendas    
51,01,05.967.977/0001-04,MG,015,00000033,AB0002,ABRACADEIRA REUTILIZAVEL LV1 PRETA                ,400.0,0.21,84.0,2011-08-31,2011-09-16,2,Vendas    
52,01,04.615.463/0002-08,ES,009,00000034,LF1298,LONA FILTRO AS-295.CA-DUP 630X630 REF.01 (FUR)    ,15.0,80.0,1200.0,2011-08-31,2011-09-16,2,Vendas    
53,01,10.273.619/0004-76,MA,015,00000035,LF0472,LONA FILTRO AS-295.CA-DUP 1000X1000 EMB.01 (VEL)  ,60.0,195.0,11700.0,2011-08-31,2011-09-16,2,Vendas    
54,01,10.273.619/0004-76,MA,015,00000035,LF0190,LONA FILTRO AS-295.CA-CAB 1000X1000 EMB.01 (FUR)  ,2.0,195.0,390.0,2011-08-31,2011-09-16,2,Vendas    
55,01,31.702.947/0003-30,ES,009,00000036,LF1720,LONA FILTRO AS-345.CA-DUP 630X630 LISA (FUR)      ,50.0,107.8,5390.0,2011-09-02,2011-09-16,2,Vendas    
56,01,62.388.362/0001-59,EX,013,00000037,DF0044,DISCO FILTRO AS-135.CA D-1300 MM                  ,500.0,31.7,15850.0,2011-09-02,2011-08-10,2,Vendas    
57,01,16.330.110/0006-66,PA,015,00000038,LF1378,LONA FILTRO AS-130.CA-DUP 630X630 EMB.01 (VEL)    ,20.0,85.65,1713.0,2011-09-05,2011-09-20,2,Vendas    
58,01,64.822.141/0001-72,SP,015,00000039,AS0330,LONA AIR AS-11 / L-380 E-5.0                      ,12.0,76.0,912.0,2011-09-06,2011-09-12,2,Vendas    
59,01,64.822.141/0001-72,SP,015,00000039,AS0367,"LONA AIR AS-11 / L-460 X E-5,0 MM                 ",8.0,92.0,736.0,2011-09-06,2011-09-12,2,Vendas    
60,01,64.822.141/0001-72,SP,015,00000039,AS0368,"LONA AIR AS-11 / L-320 X E-5,0 MM                 ",9.0,64.0,576.0,2011-09-06,2011-09-12,2,Vendas    
61,01,27.175.959/0001-14,ES,009,00000040,AS0164,LONA AIR AST-11/D-1350 X E-6.0                    ,1.0,373.44,373.44,2011-09-06,2011-09-08,2,Vendas    
62,01,27.175.959/0001-14,ES,009,00000040,AS0334,LONA AIR AST-11/ L-500 X E-5.0                    ,25.0,99.56,2489.0,2011-09-06,2011-09-08,2,Vendas    
63,01,27.178.359/0001-00,ES,009,00000041,LF1955,LONA FILTRO AS-295.CA-DUP 400X400 REF.01 (FUR)    ,48.0,72.25,3468.0,2011-09-08,2011-09-22,2,Vendas    
64,01,27.178.359/0001-00,ES,009,00000041,LF1956,LONA FILTRO AS-295.CA-CAB 400X400 REF. 01 (FUR)   ,2.0,46.95,93.9,2011-09-08,2011-09-22,2,Vendas    
65,01,84.583.137/0001-06,RO,015,00000042,LF0327,LONA FILTRO AS-130.CA-DUP 800X800 LISA (FUR)      ,16.0,109.8,1756.8,2011-09-08,2011-09-22,2,Vendas    
66,01,84.583.137/0001-06,RO,015,00000042,LF1993,LONA FILTRO AS-130.CA-CAB 800X800 LISA (FUR)      ,2.0,109.8,219.6,2011-09-08,2011-09-22,2,Vendas    
67,01,84.583.137/0001-06,RO,015,00000042,LF0328,LONA FILTRO AS-275.TE-SOB 800X800 LISA (FUR)      ,16.0,84.5,1352.0,2011-09-08,2011-09-22,2,Vendas    
68,01,84.583.137/0001-06,RO,015,00000042,LF1994,LONA FILTRO AS-275.TE-CAB 800X800 LISA (FUR)      ,2.0,84.5,169.0,2011-09-08,2011-09-22,2,Vendas    
69,01,04.932.216/0001-46,PA,013,00000043,JL0002,JOGO LONA E TELA PROTECAO 1500X1500 MM.           ,7.0,5063.26,35442.82,2011-09-09,2011-09-19,2,Vendas    
70,01,04.932.216/0001-46,PA,013,00000044,JL0002,JOGO LONA E TELA PROTECAO 1500X1500 MM.           ,6.0,5063.26,30379.56,2011-09-09,2011-09-16,2,Vendas    
71,01,72.275.530/0001-53,PR,005,00000045,LF1219,LONA FILTRO AS-370.TE-DUP 630X630 LISA (ILH)      ,50.0,33.8,1690.0,2011-09-09,2011-09-23,2,Vendas    
72,01,72.275.530/0001-53,PR,005,00000045,LF0911,LONA FILTRO AS-150.TE-DUP 800X800 LISA (ILH)      ,30.0,50.0,1500.0,2011-09-09,2011-09-23,2,Vendas    
73,01,72.275.530/0001-53,PR,005,00000045,LF1497,LONA FILTRO AS-370.CA-DUP 900X900 LISA (FUR)      ,5.0,77.5,387.5,2011-09-09,2011-09-23,2,Vendas    
74,01,05.428.023/0001-15,ES,009,00000046,LF1995,LONA FILTRO AS-295.CA-DUP 800X800 REF.01 (FUR)    ,18.0,103.0,1854.0,2011-09-14,2011-09-28,2,Vendas    
75,01,05.428.023/0001-15,ES,009,00000046,LF1996,LONA FILTRO AS-295.CA-CAB 800X800 LISA (FUR)      ,2.0,103.0,206.0,2011-09-14,2011-09-28,2,Vendas    
76,01,05.428.023/0001-15,ES,009,00000046,LF1997,LONA FILTRO AS-275.TE-SOB 800X800 LISA (FUR)      ,18.0,57.0,1026.0,2011-09-14,2011-09-28,2,Vendas    
77,01,05.428.023/0001-15,ES,009,00000046,LF1998,LONA FILTRO AS-275-TE.CAB 800X800 LISA (FUR)      ,2.0,57.0,114.0,2011-09-14,2011-09-28,2,Vendas    
78,01,18.499.616/0001-14,MG,011,00000047,LF0841,LONA FILTRO AS-295.CA-DUP 1500X1500 REF.01 (VEL)  ,60.0,140.6,8436.0,2011-09-14,2011-09-28,2,Vendas    
79,01,18.499.616/0001-14,MG,015,00000047,LF0841,LONA FILTRO AS-295.CA-DUP 1500X1500 REF.01 (VEL)  ,60.0,140.6,8436.0,2011-09-14,2011-09-28,2,Vendas    
80,01,79.655.916/0003-00,SC,005,00000048,LF0760,LONA FILTRO AS-130.CA-DUP 800X800 REF.01 (FUR)    ,10.0,95.0,950.0,2011-09-14,2011-09-28,2,Vendas    
81,01,01.558.558/0001-50,ES,009,00000049,LF0894,LONA FILTRO AS-295.CA-DUP 500X500 LISA (FUR)      ,21.0,62.4,1310.4,2011-09-14,2011-09-28,2,Vendas    
82,01,06.235.513/0001-68,GO,015,00000050,LF0724,LONA FILTRO AS-150.TE-SOB 1200X1200 REF.01 (FUR)  ,30.0,113.0,3390.0,2011-09-15,2011-09-29,2,Vendas    
83,01,02.916.265/0008-36,SP,014,00000051,TM0017,TEC. METRO ALGODAO 750 MM LARGURA.                ,100.0,29.65,2965.0,2011-09-19,2011-10-03,2,Vendas    
84,01,10.421.584/0001-22,PE,015,00000052,LF2006,LONA FILTRO AS-500.CA-SOB 900X900 REF.01          ,40.0,240.0,9600.0,2011-09-21,2011-10-07,2,Vendas    
85,01,89.637.490/0132-04,SC,005,00000053,LF0996,LONA FILTRO AS-130.CA-DUP 630X630 EMB.01 (FUR)    ,20.0,96.25,1925.0,2011-09-22,2011-10-06,2,Vendas    
86,01,18.499.616/0001-14,MG,015,00000054,LF0841,LONA FILTRO AS-295.CA-DUP 1500X1500 REF.01 (VEL)  ,60.0,140.6,8436.0,2011-09-22,2011-11-14,2,Vendas    
87,01,18.499.616/0001-14,MG,015,00000055,LF0841,LONA FILTRO AS-295.CA-DUP 1500X1500 REF.01 (VEL)  ,60.0,140.6,8436.0,2011-09-22,2012-01-10,2,Vendas    
88,01,18.499.616/0001-14,MG,015,00000056,LF0841,LONA FILTRO AS-295.CA-DUP 1500X1500 REF.01 (VEL)  ,60.0,140.6,8436.0,2011-09-22,2011-12-15,2,Vendas    
89,01,27.175.959/0001-14,ES,013,00000057,AS0126,LONA AIR AST-11/L-450 E-5.0                       ,3.0,89.61,268.83,2011-09-27,2011-09-27,2,Vendas    
90,01,07.052.194/0001-18,CE,013,00000058,AS0088,LONA AIR AS-11/L-300 E-5.0                        ,5.0,48.54,242.7,2011-09-27,2011-09-27,2,Vendas    
91,01,08.331.340/0002-98,RN,013,00000059,AS0137,LONA AIR AS-11/L-250 E-5.0                        ,36.0,40.45,1456.2,2011-09-27,2011-09-27,2,Vendas    
92,01,08.331.340/0002-98,RN,013,00000059,AS0334,LONA AIR AST-11/ L-500 X E-5.0                    ,8.0,80.89,647.12,2011-09-27,2011-09-27,2,Vendas    
93,01,08.331.340/0002-98,RN,013,00000059,AS0118,LONA AIR AS-11/L-450 E-5.0                        ,8.0,72.8,582.4,2011-09-27,2011-09-27,2,Vendas    
94,01,27.184.951/0001-14,SE,013,00000060,AS0098,"LONA AIR AS-11 / L-500 X E-4,5                    ",16.0,80.89,1294.24,2011-09-27,2011-09-27,2,Vendas    
95,01,27.184.951/0001-14,SE,013,00000060,AS0116,LONA AIR AS-11/L-450 X E-4.7                      ,27.0,72.8,1965.6,2011-09-27,2011-09-27,2,Vendas    
96,01,10.318.806/0001-86,PE,013,00000061,AS0029,LONA AIR AS-11/L-580 E-5.0                        ,13.0,93.84,1219.92,2011-09-27,2011-09-27,2,Vendas    
97,01,10.318.806/0001-86,PE,013,00000061,AS0135,LONA AIR AS-11 / L-400 X E-5.0                    ,40.0,64.71,2588.4,2011-09-27,2011-09-27,2,Vendas    
98,01,10.318.806/0001-86,PE,013,00000061,AS0370,LONA AIR AST-11/L-380 X E- 4.7                    ,3.0,61.48,184.44,2011-09-27,2011-09-27,2,Vendas    
99,01,07.599.291/0001-25,ES,009,00000062,LF1834,LONA FILTRO AS-295.CA-DUP 1000X1000 REF.01 (VEL)  ,15.0,145.0,2175.0,2011-09-27,2011-10-11,2,Vendas    
100,01,16.628.281/0006-76,ES,009,00000064,SF0138,SACO FILTRO AS-280.TE L-850XH-1045 LISA (VEL)     ,300.0,14.3,4290.0,2011-09-26,2011-10-10,2,Vendas    
101,01,42.416.651/0008-83,MG,011,00000066,LF1789,LONA FILTRO AS-101.CA-SOB 800X800 LISA (FUR)      ,66.0,32.7,2158.2,2011-09-28,2011-10-13,2,Vendas    
102,01,42.416.651/0008-83,MG,015,00000066,LF1789,LONA FILTRO AS-101.CA-SOB 800X800 LISA (FUR)      ,66.0,32.7,2158.2,2011-09-28,2011-10-13,2,Vendas    
103,01,42.416.651/0008-83,MG,011,00000066,LF1790,LONA FILTRO AS-150.TE-SOB 1800X825 LISA (FUR)     ,66.0,32.7,2158.2,2011-09-28,2011-10-13,2,Vendas    
104,01,42.416.651/0008-83,MG,015,00000066,LF1790,LONA FILTRO AS-150.TE-SOB 1800X825 LISA (FUR)     ,66.0,32.7,2158.2,2011-09-28,2011-10-13,2,Vendas    
105,01,42.416.651/0008-83,MG,011,00000066,LF1787,LONA FILTRO AS-140.CA-DUP 1000X1000 LISA (FUR)    ,45.0,40.8,1836.0,2011-09-28,2011-10-13,2,Vendas    
106,01,42.416.651/0008-83,MG,015,00000066,LF1787,LONA FILTRO AS-140.CA-DUP 1000X1000 LISA (FUR)    ,45.0,40.8,1836.0,2011-09-28,2011-10-13,2,Vendas    
107,01,42.416.651/0008-83,MG,011,00000066,FR0035,FILTRO ROTATIVO AS-295.CA C-14000XL-4500          ,1.0,2480.0,2480.0,2011-09-28,2011-10-13,2,Vendas    
108,01,42.416.651/0008-83,MG,015,00000066,FR0035,FILTRO ROTATIVO AS-295.CA C-14000XL-4500          ,1.0,2480.0,2480.0,2011-09-28,2011-10-13,2,Vendas    
109,01,60.498.706/0134-88,MG,015,00000067,SF0167,"SACO FILTRO MALHA 81 / FIO O,13 C-990 X L-135 MM  ",6.0,49.53,297.18,2011-09-28,2011-10-13,2,Vendas    
110,01,07.244.745/0001-45,ES,009,00000068,LF1145,LONA FILTRO AS-295.CA-DUP 800X800 LISA (FUR)      ,12.0,70.87,850.44,2011-09-28,2011-10-13,2,Vendas    
111,01,07.244.745/0001-45,ES,009,00000068,LF1144,LONA FILTRO AS-275.TE-SOB 800X800 LISA (FUR)      ,11.0,74.15,815.65,2011-09-28,2011-10-13,2,Vendas    
112,01,07.244.745/0001-45,ES,009,00000068,LF1933,LONA FILTRO AS-275.TE-CAB 800X800 LISA (FUR)      ,1.0,61.9,61.9,2011-09-28,2011-10-13,2,Vendas    
113,01,06.003.046/0001-40,ES,009,00000069,LF0709,LONA FILTRO AS-130.CA-DUP 800X800 REF.01 (FUR)    ,34.0,88.59,3012.06,2011-09-29,2011-10-05,2,Vendas    
114,01,06.003.046/0001-40,ES,009,00000070,LF0709,LONA FILTRO AS-130.CA-DUP 800X800 REF.01 (FUR)    ,34.0,88.59,3012.06,2011-09-29,2011-10-26,2,Vendas    
115,01,42.416.651/0001-07,MG,011,00000071,LF1674,LONA FILTRO AS-295.CA-DUP 1500X1500 REF.01 (VEL)  ,42.0,181.9,7639.8,2011-06-30,2011-07-28,2,Vendas    
116,01,42.416.651/0001-07,MG,011,00000071,LF1675,LONA FILTRO AS-295.CA-DUP 1500X1500 REF.01 (VEL)  ,42.0,181.9,7639.8,2011-06-30,2011-07-28,2,Vendas    
117,01,89.791.891/0002-36,ES,009,00000072,LF2012,LONA FILTRO AS-295.CA-DUP 800X800 REF.01 (VEL)    ,18.0,110.0,1980.0,2011-09-30,2011-10-03,2,Vendas    
118,01,89.791.891/0002-36,ES,009,00000072,LF2013,LONA FILTRO AS-295.CA-CAB 800X800 REF.01 (FUR)    ,2.0,110.0,220.0,2011-09-30,2011-10-03,2,Vendas    
119,01,64.822.141/0001-72,SP,011,00000073,AS0359,LONA AIR AS-11/L-250 X E-5.0 MM                   ,250.0,49.5,12375.0,2011-10-03,2011-10-07,2,Vendas    
120,01,64.822.141/0001-72,SP,015,00000073,AS0359,LONA AIR AS-11/L-250 X E-5.0 MM                   ,250.0,49.5,12375.0,2011-10-03,2011-10-07,2,Vendas    
121,01,27.126.218/0001-43,ES,009,00000074,LF1927,LONA FILTRO AS-275.TE-CAB 1000X1000 LISA (ILH)    ,1.0,91.26,91.26,2011-09-30,2011-10-17,2,Vendas    
122,01,27.126.218/0001-43,ES,009,00000074,LF1926,LONA FILTRO AS-295.CA-CAB 1000X1000 REF.01 (FUR)  ,1.0,166.38,166.38,2011-09-30,2011-10-17,2,Vendas    
123,01,27.126.218/0001-43,ES,009,00000074,LF0176,LONA FILTRO AS-275.TE-SOB 1000X1000 LISA (ILH)    ,18.0,91.26,1642.68,2011-09-30,2011-10-17,2,Vendas    
124,01,27.126.218/0001-43,ES,009,00000074,LF0175,LONA FILTRO AS-295.CA-DUP 1000X1000 REF.01 (FUR)  ,18.0,166.38,2994.84,2011-09-30,2011-10-17,2,Vendas    
125,01,33.920.299/0003-13,MG,011,00000075,AS0167,LONA AIR AST-11/L-260 X E 5.4                     ,205.0,32.8,6724.0,2011-10-03,2011-10-15,2,Vendas    
126,01,33.920.299/0003-13,MG,015,00000075,AS0167,LONA AIR AST-11/L-260 X E 5.4                     ,205.0,32.8,6724.0,2011-10-03,2011-10-15,2,Vendas    
127,01,11.890.794/0001-22,RJ,009,00000076,PF0003,PLACA FILTRO PU 630X630X50 MM                     ,1.0,780.0,780.0,2011-10-06,2011-10-06,2,Vendas    
128,01,11.890.794/0001-22,RJ,011,00000076,PF0003,PLACA FILTRO PU 630X630X50 MM                     ,1.0,780.0,780.0,2011-10-06,2011-10-06,2,Vendas    
129,01,04.326.439/0001-60,ES,009,00000077,LF1374,LONA FILTRO AS-295.CA-DUP 630X630 EMB.01 (FUR)    ,23.0,97.69,2246.87,2011-10-06,2011-10-20,2,Vendas    
130,01,04.326.439/0001-60,ES,011,00000077,LF1374,LONA FILTRO AS-295.CA-DUP 630X630 EMB.01 (FUR)    ,23.0,97.69,2246.87,2011-10-06,2011-10-20,2,Vendas    
131,01,04.326.439/0001-60,ES,009,00000077,LF1599,LONA FILTRO AS-295.CA-CAB 630X630 EMB.01 (FUR)    ,1.0,97.69,97.69,2011-10-06,2011-10-20,2,Vendas    
132,01,04.326.439/0001-60,ES,011,00000077,LF1599,LONA FILTRO AS-295.CA-CAB 630X630 EMB.01 (FUR)    ,1.0,97.69,97.69,2011-10-06,2011-10-20,2,Vendas    
133,01,04.326.439/0001-60,ES,009,00000077,LF1380,LONA FILTRO AS-295.CA-CAB 630X630 EMB.01 (FUR)    ,1.0,97.69,97.69,2011-10-06,2011-10-20,2,Vendas    
134,01,04.326.439/0001-60,ES,011,00000077,LF1380,LONA FILTRO AS-295.CA-CAB 630X630 EMB.01 (FUR)    ,1.0,97.69,97.69,2011-10-06,2011-10-20,2,Vendas    
135,01,04.326.439/0001-60,ES,009,00000077,LF1949,LONA FILTRO AS-275.TE-SOB 630X630 LISA (FUR)      ,24.0,82.37,1976.88,2011-10-06,2011-10-20,2,Vendas    
136,01,04.326.439/0001-60,ES,011,00000077,LF1949,LONA FILTRO AS-275.TE-SOB 630X630 LISA (FUR)      ,24.0,82.37,1976.88,2011-10-06,2011-10-20,2,Vendas    
137,01,04.326.439/0001-60,ES,009,00000077,LF1950,LONA FILTRO AS-275.TE-CAB 630X630 LISA (FUR)      ,1.0,78.98,78.98,2011-10-06,2011-10-20,2,Vendas    
138,01,04.326.439/0001-60,ES,011,00000077,LF1950,LONA FILTRO AS-275.TE-CAB 630X630 LISA (FUR)      ,1.0,78.98,78.98,2011-10-06,2011-10-20,2,Vendas    
139,01,62.388.362/0001-59,EX,013,00000078,DF0044,DISCO FILTRO AS-135.CA D-1300 MM                  ,500.0,35.75,17875.0,2011-10-07,2011-11-30,2,Vendas    
140,01,33.920.299/0003-13,MG,011,00000079,AS0115,LONA AIR AST-11/L-740 X E-6.3                     ,10.0,90.44,904.4,2011-10-07,2011-10-13,2,Vendas    
141,01,33.920.299/0003-13,MG,015,00000079,AS0115,LONA AIR AST-11/L-740 X E-6.3                     ,10.0,90.44,904.4,2011-10-07,2011-10-13,2,Vendas    
