,Codigo_Empresas,Codigo_Cliente,Estado_Entrega_Cliente,Codigo_Vendedores,Pedido,produto,Descr_Tabela,qtde,Vr_Unitario,Vr_Total,Data_Pedido,Data_Entrega,Status_Pedido,Tipo_Pedido_Desc
1236,01,10.319.846/0001-42,MA,013,00000930,AS0043,LONA AIR AS-11/ L-200 X E-5.0                     ,20.0,32.36,647.2,2012-10-09,2013-01-01,2,Vendas    
1237,01,06.235.513/0001-68,GO,011,00000932,LF0231,LONA FILTRO AS-295.CA-DUP 1500X1500 LISA (VEL)    ,20.0,190.0,3800.0,2012-10-09,2012-11-21,2,Vendas    
1238,01,19.525.278/0003-72,MG,011,00000934,LF1806,LONA FILTRO AS-295.CA-DUP 1000X1000 EMB.01 (FUR)  ,71.0,197.03,13989.13,2013-01-17,2013-02-18,2,Vendas    
1239,01,62.162.847/0001-20,SP,014,00000935,AS0412,LONA AIR AST-11 L-266 X E-5.0 MM                  ,7.6,48.16,366.02,2012-10-15,2012-11-06,2,Vendas    
1240,01,18.499.616/0005-48,GO,011,00000936,LF0004,LONA FILTRO AS-240.TE-DUP 1000X1000 EMB.01 (VEL)  ,120.0,104.1,12492.0,2012-10-11,2012-10-19,2,Vendas    
1241,01,00.722.494/0001-18,ES,009,00000937,PF0003,PLACA FILTRO PU 630X630X50 MM                     ,4.0,1024.54,4098.16,2012-10-15,2012-11-06,2,Vendas    
1242,01,42.509.257/0001-13,BA,011,00000938,LF2242,LONA FILTRO AS-101.CA-SOB 1500X1500 REF.01 (FUR)  ,24.0,255.1,6122.4,2012-11-27,2013-01-11,2,Vendas    
1243,01,42.509.257/0001-13,BA,011,00000938,LF2243,LONA FILTRO AS-101.TE-CAB 1500X1500 REF.01 (FUR)  ,2.0,126.36,252.72,2012-11-27,2013-01-11,2,Vendas    
1244,01,42.509.257/0001-13,BA,011,00000938,LF2272,LONA FILTRO AS-101.TE-SOB 1500X1500 REF.01 (FUR)  ,25.0,255.1,6377.5,2012-11-27,2013-01-11,2,Vendas    
1245,01,60.498.706/0134-88,MG,011,00000939,FR0041,FILTRO ROTATIVO AS-205.TE C-11800 X L-5800        ,1.0,4410.8,4410.8,2012-10-15,2012-10-30,2,Outros    
1246,01,79.655.916/0003-00,SC,005,00000943,LF0760,LONA FILTRO AS-130.CA-DUP 800X800 REF.01 (FUR)    ,30.0,50.0,1500.0,2012-10-17,2012-11-17,3,Orçamento 
1247,01,16.532.798/0003-14,PA,013,00000944,LF0824,LONA FILTRO AS-101.CA-DUP 1500X2000 LISA (VEL)    ,130.0,406.99,52908.7,2012-10-17,2012-10-20,2,Vendas    
1248,01,16.532.798/0003-14,PA,013,00000945,LF0824,LONA FILTRO AS-101.CA-DUP 1500X2000 LISA (VEL)    ,130.0,406.99,52908.7,2012-10-17,2012-10-27,2,Vendas    
1249,01,16.532.798/0003-14,PA,013,00000946,LF0824,LONA FILTRO AS-101.CA-DUP 1500X2000 LISA (VEL)    ,130.0,406.99,52908.7,2012-10-17,2013-05-01,2,Vendas    
1250,01,16.532.798/0003-14,PA,013,00000947,LF0824,LONA FILTRO AS-101.CA-DUP 1500X2000 LISA (VEL)    ,130.0,406.99,52908.7,2012-10-17,2013-05-01,2,Vendas    
1251,01,16.532.798/0003-14,PA,013,00000948,LF0824,LONA FILTRO AS-101.CA-DUP 1500X2000 LISA (VEL)    ,130.0,406.99,52908.7,2012-10-17,2013-05-01,2,Vendas    
1252,01,16.532.798/0003-14,PA,013,00000949,LF0824,LONA FILTRO AS-101.CA-DUP 1500X2000 LISA (VEL)    ,130.0,406.99,52908.7,2012-10-17,2013-05-01,2,Vendas    
1253,01,16.532.798/0003-14,PA,013,00000950,LF0824,LONA FILTRO AS-101.CA-DUP 1500X2000 LISA (VEL)    ,130.0,406.99,52908.7,2012-10-17,2013-05-01,2,Vendas    
1254,01,16.532.798/0003-14,PA,013,00000951,LF0009,LONA FILTRO AS-101.CA-DUP 1500X1500 LISA (VEL)    ,125.0,257.79,32223.75,2012-10-17,2012-12-07,2,Vendas    
1255,01,16.532.798/0003-14,PA,013,00000951,LF0187,LONA FILTRO AS-101.CA-CAB 1500X1500 LISA (VEL)    ,2.0,325.96,651.92,2012-10-17,2012-12-07,2,Vendas    
1256,01,77.221.786/0010-92,MG,011,00000954,AS0170,"LONA AIR AST-11/L-570 X E-5,0 MM                  ",45.0,118.49,5332.05,2012-10-23,2012-10-30,2,Vendas    
1257,01,02.476.026/0004-89,GO,011,00000955,FR0042,FILTRO ROTATIVO AS-295.CA C-10350 X L-3795        ,1.0,5449.2,5449.2,2012-10-18,2012-11-18,1,Outros    
1258,01,04.615.463/0002-08,ES,009,00000956,LF1298,LONA FILTRO AS-295.CA-DUP 630X630 REF.01 (FUR)    ,15.0,80.0,1200.0,2012-10-19,2012-11-19,2,Vendas    
1259,01,02.916.265/0008-36,SP,014,00000957,TM0017,TEC. METRO ALGODAO 750 MM LARGURA.                ,60.0,31.41,1884.6,2012-10-19,2012-11-19,3,Orçamento 
1260,01,03.620.220/0001-06,SC,005,00000958,LF2245,LONA FILTRO AS-175.CA-SOB 800X800 LISA            ,12.0,178.96,2147.52,2012-10-19,2012-10-19,2,Vendas    
1261,01,77.221.786/0010-92,MG,011,00000959,AS0172,LONA AIR AST-11 / L-730 X E-5.0                   ,13.0,152.45,1981.85,2012-10-19,2012-11-19,2,Vendas    
1262,01,77.221.786/0010-92,MG,011,00000959,AS0249,LONA AIR AST-11 / L-1000 X E-5.0                  ,15.0,196.35,2945.25,2012-10-19,2012-11-19,2,Vendas    
1263,01,77.221.786/0010-92,MG,011,00000959,AS0173,LONA AIR AST-11 / L- 1200 X E- 7.0                ,13.0,329.71,4286.23,2012-10-19,2012-11-19,2,Vendas    
1264,01,42.416.651/0008-83,MG,011,00000960,LF2043,LONA FILTRO AS-130.CA-DUP 1500X1500 REF.01 (VEL)  ,200.0,224.9,44980.0,2012-10-22,2012-11-13,2,Vendas    
1265,01,42.416.651/0008-83,MG,011,00000960,LF2247,LONA FILTRO AS-130.CA-DUP 1500 X 2000 REF.01 (VEL),100.0,408.48,40848.0,2012-10-22,2012-11-13,2,Vendas    
1266,01,42.416.651/0008-83,MG,011,00000960,LF2214,LONA FILTRO AS-620.CA-DUP 2000X2000 REF.01 (VEL)  ,50.0,479.26,23963.0,2012-10-22,2012-11-13,2,Vendas    
1267,01,42.416.651/0008-83,MG,011,00000960,LF2136,LONA FILTRO AS-295.CA-DUP 800X800 LISA (FUR)      ,60.0,68.25,4095.0,2012-10-22,2012-11-13,2,Vendas    
1268,01,42.416.651/0008-83,MG,011,00000960,LF2068,LONA FILTRO AS-130.CA-DUP 800X800 EMB.01 (VEL)    ,100.0,129.87,12987.0,2012-10-22,2012-11-13,2,Vendas    
1269,01,42.416.651/0008-83,MG,011,00000960,LF2213,LONA FILTRO AS-620.CA-DUP 2000X2000 REF.01 (VEL)  ,50.0,479.26,23963.0,2012-10-22,2012-11-13,2,Vendas    
1270,01,05.583.074/0001-11,RS,005,00000961,LF1208,LONA FILTRO AS-101.CA-DUP 630X630 LISA (FUR)      ,25.0,65.33,1633.25,2012-11-08,2012-12-14,2,Vendas    
1271,01,18.499.616/0004-67,SP,014,00000962,SF0127,SAFO FILTRO AS-110.TE C-1180 X L-1100 (FUR)       ,50.0,96.2,4810.0,2012-12-21,2013-02-01,2,Vendas    
1272,01,18.499.616/0004-67,SP,014,00000962,SF0130,                                                  ,50.0,19.6,980.0,2012-12-21,2013-02-01,2,Vendas    
1273,01,39.622.121/0001-00,ES,009,00000963,LF0740,LONA FILTRO AS-295.CA-DUP 1000X1000 REF.01 (FUR)  ,15.0,176.63,2649.45,2012-10-23,2012-11-23,2,Vendas    
1274,01,39.622.121/0001-00,ES,009,00000963,LF0739,LONA FILTRO AS-275.TE-SOB 1000X1000 LISA (FUR)    ,15.0,97.14,1457.1,2012-10-23,2012-11-23,2,Vendas    
1275,01,28.490.043/0009-79,ES,009,00000964,LF1438,LONA FILTRO AS-295.CA-SOB 1000 X1000 LISA (ILH).  ,10.0,142.82,1428.2,2012-10-25,2012-11-25,2,Vendas    
1276,01,28.490.043/0009-79,ES,009,00000964,LF1753,LONA FILTRO AS-275.TE-SOB 1000 X1000 LISA (FUR)   ,10.0,112.45,1124.5,2012-10-25,2012-11-25,2,Vendas    
1277,01,79.406.088/0001-04,SC,005,00000965,LF1275,LONA FILTRO AS-210.TE-DUP 1000X1000 LISA(FUR)     ,10.0,80.0,800.0,2012-10-24,2012-11-24,3,Orçamento 
1278,01,79.406.088/0001-04,SC,005,00000965,LF1268,LONA FILTRO AS-210.TE-CAB 1000X1000 LISA (FUR)    ,4.0,69.58,278.32,2012-10-24,2012-11-24,3,Orçamento 
1279,01,35.972.454/0002-90,ES,009,00000966,LF1095,LONA FILTRO AS-295.CA-DUP 800X800 REF.01 (FUR)    ,18.0,121.9,2194.2,2012-10-26,2012-11-12,2,Vendas    
1280,01,35.972.454/0002-90,ES,009,00000966,LF1792,LONA FILTRO AS-295.CA-CAB 800X800 REF.01 (FUR)    ,2.0,121.9,243.8,2012-10-26,2012-11-12,2,Vendas    
1281,01,08.610.140/0001-93,DF,011,00000967,LF2241,LONA FILTRO AS-295.CA-DUP 630X630 LISA (VEL)      ,18.0,65.0,1170.0,2012-10-24,2012-10-25,2,Outros    
1282,01,06.003.046/0001-40,ES,009,00000968,LF0709,LONA FILTRO AS-130.CA-DUP 800X800 REF.01 (FUR)    ,34.0,88.59,3012.06,2012-10-25,2012-11-21,2,Vendas    
1283,01,03.952.525/0001-15,SC,005,00000969,LF1546,LONA FILTRO AS-130.CA-DUP 630X630 EMB.01 (FUR)    ,50.0,78.5,3925.0,2012-10-25,2012-11-25,3,Orçamento 
1284,01,35.972.454/0002-90,ES,009,00000970,LF1095,LONA FILTRO AS-295.CA-DUP 800X800 REF.01 (FUR)    ,18.0,130.0,2340.0,2012-10-30,2012-11-30,2,Vendas    
1285,01,35.972.454/0002-90,ES,009,00000970,LF1792,LONA FILTRO AS-295.CA-CAB 800X800 REF.01 (FUR)    ,2.0,130.02,260.04,2012-10-30,2012-11-30,2,Vendas    
1286,01,16.532.798/0003-14,PA,013,00000971,TP0002,MANGA FILTRO FPES-400.                            ,100.0,79.09,7909.0,2012-10-26,2012-02-01,2,Vendas    
1287,01,62.579.818/0001-68,SP,014,00000972,AS0277,"LONA AIR AST-11/L-350 E-5,0 MM                    ",3.2,184.8,591.36,2012-10-29,2012-11-05,3,Orçamento 
1288,01,10.273.619/0003-95,MA,011,00000973,LF1849,LONA FILTRO AS-101.CA-CAB 630X630 EMB.01          ,1.0,122.08,122.08,2012-11-27,2012-12-27,2,Vendas    
1289,01,10.273.619/0003-95,MA,011,00000973,LF1160,LONA FILTRO AS-101.CA-DUP 630X630 EMB.02 (VEL)    ,25.0,183.75,4593.75,2012-11-27,2012-12-27,2,Vendas    
1290,01,04.932.216/0001-46,PA,013,00000974,JL0002,JOGO LONA E TELA PROTECAO 1500X1500 MM.           ,1.0,5523.0,5523.0,2012-10-29,2012-11-19,2,Vendas    
1291,01,36.353.332/0001-05,ES,009,00000975,LF1226,LONA FILTRO AS-295.CA-DUP 630X630 LISA (FUR)      ,3.0,79.81,239.43,2012-10-29,2012-11-29,2,Vendas    
1292,01,36.353.332/0001-05,ES,009,00000975,LF1228,LONA FILTRO AS-275.TE-SOB 630X630 LISA (FUR)      ,3.0,63.6,190.8,2012-10-29,2012-11-29,2,Vendas    
1293,01,36.353.332/0001-05,ES,009,00000975,LF2248,LONA FILTRO AS-275.TE-CAB 630X630 LISA (FUR)      ,2.0,60.09,120.18,2012-10-29,2012-11-29,2,Vendas    
1294,01,36.353.332/0001-05,ES,009,00000975,LF1225,LONA FILTRO AS-295.CA-CAB 630X630 LISA (FUR)      ,2.0,45.17,90.34,2012-10-29,2012-11-29,2,Vendas    
1295,01,10.273.619/0004-76,MA,011,00000977,LF0472,LONA FILTRO AS-295.CA-DUP 1000X1000 EMB.01 (VEL)  ,60.0,195.0,11700.0,2012-11-28,2012-12-21,2,Vendas    
1296,01,10.273.619/0004-76,MA,011,00000977,LF0190,LONA FILTRO AS-295.CA-CAB 1000X1000 EMB.01 (FUR)  ,1.0,195.0,195.0,2012-11-28,2012-12-21,2,Vendas    
1297,01,42.509.257/0001-13,BA,011,00000980,SF0193,SACO FILTRO AS-440.CA C-1200 X L-850 REF.01 (VEL) ,10.0,132.43,1324.3,2012-10-31,2012-11-30,2,Amostra   
1298,01,10.318.806/0001-86,PE,013,00000981,AS0014,LONA AIR AS-11/L-380 E-5.0                        ,13.0,93.84,1219.92,2012-11-01,2012-12-06,2,Vendas    
1299,01,27.184.951/0001-14,SE,013,00000984,AS0098,"LONA AIR AS-11 / L-500 X E-4,5                    ",25.0,80.89,2022.25,2012-11-01,2012-12-04,2,Vendas    
1300,01,04.898.425/0002-00,PA,013,00000985,AS0370,LONA AIR AST-11/L-380 X E- 4.7                    ,10.0,61.48,614.8,2012-11-01,2012-11-26,2,Vendas    
1301,01,08.331.340/0002-98,RN,013,00000986,AS0116,LONA AIR AS-11/L-450 X E-4.7                      ,5.0,72.8,364.0,2012-11-01,2012-11-26,2,Vendas    
1302,01,86.530.318/0001-08,SC,005,00000987,LF0098,LONA FILTRO AS-295.CA-DUP 800X800 EMB.01 (FUR)    ,35.0,118.74,4155.9,2012-11-20,2012-12-20,2,Vendas    
1303,01,04.409.720/0001-66,RS,005,00000988,LF2060,LONA FILTRO AS-130.CA-DUP 400X400 REF.01 (FUR)    ,30.0,51.73,1551.9,2012-11-01,2012-11-30,2,Vendas    
1304,01,18.499.616/0001-14,MG,011,00000989,LF0841,LONA FILTRO AS-295.CA-DUP 1500X1500 REF.01 (VEL)  ,100.0,140.6,14060.0,2012-11-05,2012-12-03,2,Vendas    
1305,01,16.532.798/0003-14,PA,013,00000991,TP0002,MANGA FILTRO FPES-400.                            ,100.0,79.09,7909.0,2012-11-06,2012-11-06,2,Vendas    
1306,01,16.532.798/0003-14,PA,013,00000992,TP0002,MANGA FILTRO FPES-400.                            ,200.0,79.09,15818.0,2012-11-06,2012-11-06,2,Vendas    
1307,01,16.532.798/0003-14,PA,013,00000993,TP0001,MANGA FILTRO AS-245.CA D-420XH-3020 MM            ,10.0,226.96,2269.6,2012-11-06,2012-11-06,2,Vendas    
1308,01,06.789.953/0001-67,ES,009,00000994,LF2117,LONA FILTRO AS-295.CA-DUP 800X800 REF.01 (VEL)    ,22.0,129.37,2846.14,2012-11-06,2012-12-06,2,Vendas    
1309,01,05.428.023/0001-15,ES,009,00000996,LF1996,LONA FILTRO AS-295.CA-CAB 800X800 LISA (FUR)      ,2.0,103.0,206.0,2012-11-07,2012-12-07,2,Vendas    
1310,01,05.428.023/0001-15,ES,009,00000996,LF1997,LONA FILTRO AS-275.TE-SOB 800X800 LISA (FUR)      ,18.0,57.0,1026.0,2012-11-07,2012-12-07,2,Vendas    
1311,01,05.428.023/0001-15,ES,009,00000996,LF1998,LONA FILTRO AS-275-TE.CAB 800X800 LISA (FUR)      ,2.0,57.0,114.0,2012-11-07,2012-12-07,2,Vendas    
1312,01,05.428.023/0001-15,ES,009,00000996,LF1995,LONA FILTRO AS-295.CA-DUP 800X800 REF.01 (FUR)    ,18.0,103.0,1854.0,2012-11-07,2012-12-07,2,Vendas    
1313,01,18.499.616/0005-48,GO,011,00000998,LF0004,LONA FILTRO AS-240.TE-DUP 1000X1000 EMB.01 (VEL)  ,60.0,104.1,6246.0,2012-11-07,2012-11-19,2,Vendas    
1314,01,18.499.616/0005-48,GO,011,00000999,LF0004,LONA FILTRO AS-240.TE-DUP 1000X1000 EMB.01 (VEL)  ,120.0,104.1,12492.0,2012-11-07,2012-12-14,2,Vendas    
1315,01,05.848.387/0003-16,PA,006,00001000,SF0099,SACO FILTRO AS-616.CA C- 1200 X L- 500            ,1000.0,97.65,97650.0,2014-05-09,2014-07-10,3,Orçamento 
1316,01,60.498.706/0134-88,MG,011,00001001,SF0189,SACO FILTRO MALHA 150 / FIO 0.13 C-990 X L-135 MM ,100.0,47.63,4763.0,2012-11-08,2012-12-08,3,Orçamento 
1317,01,60.498.706/0134-88,MG,011,00001001,SF0167,"SACO FILTRO MALHA 81 / FIO O,13 C-990 X L-135 MM  ",100.0,49.53,4953.0,2012-11-08,2012-12-08,3,Orçamento 
1318,01,60.498.706/0134-88,MG,011,00001001,SF0194,SACO FILTRO MALHA 100 / FOP 0.13 C-970 X L-135 MM ,100.0,48.13,4813.0,2012-11-08,2012-12-08,3,Orçamento 
1319,01,18.565.382/0007-51,MG,011,00001005,LF0870,LONA FILTRO AS-340.CA-DUP 2000X2000 REF-01 (FUR)  ,120.0,840.6,100872.0,2012-11-12,2012-12-14,2,Vendas    
1320,01,00.450.220/0008-93,ES,009,00001008,LF0534,LONA FILTRO AS-275.TE-SOB 1270X2550 LISA (FUR)    ,4.0,108.29,433.16,2012-11-14,2012-12-20,2,Vendas    
1321,01,00.450.220/0008-93,ES,009,00001008,LF1703,LONA FILTRO AS-275.TE-CAB 1200X1200 LISA (FUR)    ,20.0,108.19,2163.8,2012-11-14,2012-12-20,2,Vendas    
1322,01,06.117.197/0001-20,ES,009,00001009,LF2169,LONA FILTRO AS-275.TE-SOB 630X630 LISA (FUR)      ,10.0,60.42,604.2,2012-11-19,2012-12-11,2,Vendas    
1323,01,06.117.197/0001-20,ES,009,00001009,LF2164,LONA FILTRO AS-295.CA-DUP 630X630 REF.01 (FUR)    ,10.0,90.11,901.1,2012-11-19,2012-12-11,2,Vendas    
1324,01,06.117.197/0001-20,ES,009,00001009,LF2179,LONA FILTRO AS-275.TE-CAB 630X630 LISA (FUR)      ,1.0,60.42,60.42,2012-11-19,2012-12-11,2,Vendas    
1325,01,06.117.197/0001-20,ES,009,00001009,LF2178,LONA FILTRO AS-295.CA-CAB 630X630 REF.01 (FUR)    ,1.0,90.11,90.11,2012-11-19,2012-12-11,2,Vendas    
1326,01,05.069.718/0002-39,ES,009,00001010,LF2088,LONA FILTRO AS-130.CA-DUP 630X630 LISA (VEL)      ,2.0,78.37,156.74,2012-11-19,2012-12-19,2,Vendas    
1327,01,05.069.718/0002-39,ES,009,00001010,LF2091,LONA FILTRO AS-130.CA-CAB 630X630 LISA (FUR)      ,10.0,38.76,387.6,2012-11-19,2012-12-19,2,Vendas    
1328,01,07.322.307/0001-58,ES,009,00001011,LF1292,LONA FILTRO AS-275.TE-SOB 800X800 LISA (FUR)      ,7.0,63.1,441.7,2012-11-19,2012-12-19,2,Vendas    
1329,01,07.322.307/0001-58,ES,009,00001011,LF1293,LONA FILTRO AS-275.TE-CAB 800X800 LISA (FUR)      ,3.0,63.1,189.3,2012-11-19,2012-12-19,2,Vendas    
1330,01,07.322.307/0001-58,ES,009,00001011,LF1264,LONA FILTRO AS-295.CA-DUP 800X800 REF.01 (ILH)    ,7.0,115.46,808.22,2012-11-19,2012-12-19,2,Vendas    
1331,01,07.322.307/0001-58,ES,009,00001011,LF1294,LONA FILTRO AS-295.CA-CAB 800X800 REF.01 (ILH)    ,3.0,116.71,350.13,2012-11-19,2012-12-19,2,Vendas    
1332,01,06.880.197/0001-87,ES,009,00001013,LF1409,LONA FILTRO AS-275.TE-SOB 400X400 LISA (VEL)      ,9.0,50.83,457.47,2012-11-22,2012-12-21,2,Vendas    
1333,01,06.880.197/0001-87,ES,009,00001013,LF1410,LONA FILTRO AS-275.TE-CAB 400X400 LISA (VEL)      ,1.0,50.83,50.83,2012-11-22,2012-12-21,2,Vendas    
1334,01,06.880.197/0001-87,ES,009,00001013,LF1042,LONA FILTRO AS-295.CA-DUP 400 X 400 LISA (VEL)    ,9.0,68.38,615.42,2012-11-22,2012-12-21,2,Vendas    
1335,01,06.880.197/0001-87,ES,009,00001013,LF1407,LONA FILTRO AS-295.CA-CAB 400 X 400 LISA (FUR)    ,1.0,68.56,68.56,2012-11-22,2012-12-21,2,Vendas    
1336,01,00.927.659/0001-98,ES,009,00001016,LF1007,LONA FILTRO AS-295.CA-DUP 630X630 LISA (FUR)      ,15.0,70.0,1050.0,2012-11-20,2012-12-20,2,Vendas    
1337,01,00.927.659/0001-98,ES,009,00001016,LF1763,LONA FILTRO AS-275.TE-SOB 630X630 LISA (FUR)      ,15.0,48.0,720.0,2012-11-20,2012-12-20,2,Vendas    
1338,01,19.443.985/0036-88,MG,011,00001017,AS0157,LONA AIR AST-11 / L-500 X E-7.0                   ,14.0,90.0,1260.0,2012-11-21,2012-12-21,2,Vendas    
1339,01,04.760.993/0002-31,ES,009,00001018,LF1175,LONA FILTRO AS-295.CA-DUP 630X630 REF.01 (ILH)    ,28.0,90.0,2520.0,2012-11-21,2012-12-12,2,Vendas    
1340,01,04.760.993/0002-31,ES,009,00001018,LF1336,LONA FILTRO AS-295.CA-CAB 630X630 REF.01 (ILH)    ,1.0,90.0,90.0,2012-11-21,2012-12-12,2,Vendas    
1341,01,04.760.993/0002-31,ES,009,00001018,LF1466,LONA FILTRO AS-275.TE-SOB 630X630 LISA (ILH)      ,28.0,45.0,1260.0,2012-11-21,2012-12-12,2,Vendas    
1342,01,04.760.993/0002-31,ES,009,00001018,LF1467,LONA FILTRO AS-275.TE-CAB 630X630 LISA (ILH)      ,1.0,45.0,45.0,2012-11-21,2012-12-12,2,Vendas    
1343,01,11.893.392/0001-81,ES,009,00001019,LF1059,LONA FILTRO AS-295.CA-DUP 630X630 REF.01 (VEL)    ,20.0,108.62,2172.4,2012-11-20,2012-12-10,2,Vendas    
1344,01,11.893.392/0001-81,ES,009,00001019,LF1060,LONA FILTRO AS-275.TE-SOB 630X630 LISA (FUR)      ,5.0,78.9,394.5,2012-11-20,2012-12-10,2,Vendas    
1345,01,01.797.671/0042-66,RJ,011,00001023,AS0414,LONA AIR AST-11 / L-400 X 5.0 MM                  ,100.0,63.81,6381.0,2012-11-21,2012-12-21,3,Orçamento 
1346,01,08.531.293/0001-45,ES,009,00001024,LF2260,LONA FILTRO AS-275.TE-CAB 1000X1000 LISA (VEL)    ,1.0,96.49,96.49,2013-01-23,2013-02-22,2,Vendas    
1347,01,08.531.293/0001-45,ES,009,00001024,LF2261,LONA FILTRO AS-275.TE-CAB 1000X1000 LISA (FUR)    ,1.0,48.97,48.97,2013-01-23,2013-02-22,2,Vendas    
1348,01,08.531.293/0001-45,ES,009,00001024,LF2262,LONA FILTRO AS-295.CA-CAB 1000X1000 REF.01 (VEL)  ,1.0,161.16,161.16,2013-01-23,2013-02-22,2,Vendas    
1349,01,08.531.293/0001-45,ES,009,00001024,LF2263,LONA FILTRO AS-295.CA-CAB 1000X1000 REF.01 (FUR)  ,1.0,81.31,81.31,2013-01-23,2013-02-22,2,Vendas    
1350,01,08.531.293/0001-45,ES,009,00001024,LF2259,LONA FILTRO AS-275.TE-SOB 1000X1000 LISA (VEL)    ,23.0,96.49,2219.27,2013-01-23,2013-02-22,2,Vendas    
1351,01,08.531.293/0001-45,ES,009,00001024,LF2115,LONA FILTRO AS-295.CA-DUP 1000X1000 REF.01 (VEL)  ,23.0,159.04,3657.92,2013-01-23,2013-02-22,2,Vendas    
1352,01,64.822.141/0001-72,SP,014,00001025,AS0415,LONA AS-11 D-1230 X E-5.0 MM                      ,1.0,620.71,620.71,2012-11-23,2012-12-30,3,Orçamento 
1353,01,21.624.671/0001-01,MG,011,00001026,DF0058,DISCO FILTRO AS-150.TE D-490 MM                   ,50.0,22.31,1115.5,2012-12-23,2012-12-21,3,Orçamento 
1354,01,33.592.510/0447-98,MG,011,00001027,ML0019,MANTA FILTRO AS-610.CA C-27000XH-2000             ,1.0,6693.41,6693.41,2012-11-23,2013-01-31,2,Vendas    
1355,01,10.917.819/0033-59,MG,011,00001029,AS0063,LONA AIR AST-11/L-600 X E-5.0                     ,50.0,117.85,5892.5,2012-11-23,2012-11-30,3,Orçamento 
1356,01,89.637.490/0136-38,SC,005,00001031,LF1786,LONA FILTRO AS-130.CA-DUP 630X630 LISA (FUR)      ,10.0,74.9,749.0,2012-11-26,2012-12-21,3,Orçamento 
1357,01,10.917.819/0027-00,MG,011,00001032,DF0037,DISCO FILTRO AST-11 D-1100 MM                     ,2.0,353.0,706.0,2012-11-29,2012-12-04,2,Vendas    
1358,01,77.221.786/0010-92,MG,011,00001036,AS0170,"LONA AIR AST-11/L-570 X E-5,0 MM                  ",20.0,118.49,2369.8,2012-11-28,2013-12-31,3,Outros    
1359,01,77.221.786/0010-92,MG,011,00001036,AS0383,"LONA AIR AST-11/ L-500 X E-5,0                    ",15.0,99.33,1489.95,2012-11-28,2013-12-31,3,Outros    
1360,01,00.075.017/0001-08,BA,011,00001037,LF2249,LONA FILTRO AS-240.TE-DUP 400X400 REF.01 (VEL)    ,30.0,41.34,1240.2,2012-12-03,2012-12-21,2,Vendas    
1361,01,49.720.618/0001-15,SP,014,00001038,AS0085,LONA AIR AST-11/L-300 E-5.0                       ,18.0,71.88,1293.84,2012-11-28,2012-12-19,3,Orçamento 
1362,01,72.275.530/0001-53,PR,005,00001039,LF1219,LONA FILTRO AS-370.TE-DUP 630X630 LISA (ILH)      ,50.0,35.0,1750.0,2012-11-30,2012-12-30,2,Vendas    
1363,01,72.275.530/0001-53,PR,005,00001039,LF0911,LONA FILTRO AS-150.TE-DUP 800X800 LISA (ILH)      ,30.0,48.0,1440.0,2012-11-30,2012-12-30,2,Vendas    
1364,01,64.822.141/0001-72,SP,014,00001040,AS0357,LONA AIR AS-11 / D-1100 X E-5.0                   ,1.0,285.0,285.0,2012-11-29,2012-12-07,3,Orçamento 
1365,01,64.822.141/0001-72,SP,014,00001040,AS0358,LONA AIR AS-11/D-1350 X E-5.0 MM                  ,1.0,900.0,900.0,2012-11-29,2012-12-07,3,Orçamento 
1366,01,07.052.194/0001-18,CE,013,00001043,AS0104,LONA AIR AS-11 / L-250 X E-4.7                    ,15.0,40.45,606.75,2012-12-03,2012-12-07,2,Vendas    
1367,01,27.184.951/0001-14,SE,013,00001044,AS0116,LONA AIR AS-11/L-450 X E-4.7                      ,3.0,72.8,218.4,2012-12-03,2012-12-07,2,Vendas    
1368,01,11.482.080/0001-85,PI,013,00001045,AS0078,LONA AIR AST-11 / L-470 X E-5.0                   ,5.0,93.59,467.95,2012-12-03,2012-12-07,2,Vendas    
1369,01,27.126.218/0001-43,ES,009,00001046,LF0175,LONA FILTRO AS-295.CA-DUP 1000X1000 REF.01 (FUR)  ,18.0,169.97,3059.46,2012-12-03,2013-01-20,2,Vendas    
1370,01,27.126.218/0001-43,ES,009,00001046,LF0176,LONA FILTRO AS-275.TE-SOB 1000X1000 LISA (ILH)    ,18.0,93.66,1685.88,2012-12-03,2013-01-20,2,Vendas    
1371,01,27.126.218/0001-43,ES,009,00001046,LF1926,LONA FILTRO AS-295.CA-CAB 1000X1000 REF.01 (FUR)  ,1.0,169.97,169.97,2012-12-03,2013-01-20,2,Vendas    
1372,01,27.126.218/0001-43,ES,009,00001046,LF1927,LONA FILTRO AS-275.TE-CAB 1000X1000 LISA (ILH)    ,1.0,93.66,93.66,2012-12-03,2013-01-20,2,Vendas    
1373,01,01.812.782/0002-07,ES,009,00001047,LF1220,LONA FILTRO AS-275.TE-SOB 800X800 LISA (ILH)      ,9.0,61.4,552.6,2012-12-03,2013-01-14,2,Vendas    
1374,01,01.812.782/0002-07,ES,009,00001047,LF1221,LONA FILTRO AS-295.CA-DUP 800X800 REF.01 (FUR)    ,9.0,122.8,1105.2,2012-12-03,2013-01-14,2,Vendas    
1375,01,01.812.782/0002-07,ES,009,00001047,LF1689,LONA FILTRO AS-295.CA-CAB 800X800 REF.01 (FUR)    ,1.0,121.8,121.8,2012-12-03,2013-01-14,2,Vendas    
